,,,
Plant Name,State,Latitude,Longitude
"Energix Buckingham, LLC",VA,37.506400,-78.381000
Edwardsville Solar II,IL,38.814542,-89.997299
Brick Church Solar,NY,42.755594,-73.580034
Route 76 Boone Solar 1,IL,42.418940,-88.846141
Altavista Solar,VA,37.148199,-79.347497
West Riverside Energy Center,WI,42.582051,-89.041214
Alden Solar CSG LLC,CO,40.456330,-104.581070
SulusSolar22,OR,44.970000,-122.780000
"10 Finderne Avenue Solar, LLC",NJ,40.558120,-74.575940
"Monte Vista Solar 2 CSG, LLC",CO,37.571760,-106.099880
"101 Carnegie Center Solar, LLC",NJ,40.323120,-74.645120
"ANSON Solar Center, LLC",TX,32.811041,-99.917490
SB Water Reclamation Fuel Cell,CA,34.075594,-117.287339
San Diego - EMDF at San Diego,CA,32.590258,-116.919490
Bauer Solar CSG,MN,45.273478,-94.231949
Kenmare - Sullivan Community College,NY,41.772796,-74.666717
"Fremont CO 1, LLC",CO,38.464460,-105.212460
MTSUN,MT,45.856000,-108.602000
GreenparkSolar,OR,44.879414,-122.937451
SulusSolar25,OR,45.270000,-122.820000
Powatan Road Solar,NC,35.602063,-78.372088
"Caden Energix New Kent, LLC",VA,37.490040,-77.061597
SunEast Manchester Solar Project,NY,42.958318,-77.195029
Apple Canyon Lake Solar,IL,42.436665,-90.179581
Wappinger 9D Solar,NY,41.565440,-73.937972
Montague Road Solar,MA,42.421721,-72.536863
Olney Solar II CSG,IL,38.721601,-88.126791
Off Airport Road - West,NY,41.785648,-74.229036
Fitchburg Renewables,MA,42.604396,-71.795705
6140 Route 209 - North,NY,41.787555,-74.288885
Caddo Wind,OK,34.985072,-98.383823
SulusSolar29,OR,45.460000,-122.290000
San Diego - NCRC at Vista,CA,33.190283,-117.255584
Fort Bragg - Camp Mackall PV BESS System,NC,35.029000,-79.485000
"Orchard Windfarm 2, LLC",OR,45.380000,-119.333200
"Orchard Windfarm 3, LLC",OR,45.380000,-119.333200
"Orchard Windfarm 4, LLC",OR,45.380000,-119.333220
Clines Corners Wind Farm LLC,NM,34.356550,-105.436760
Wonderful Orchards - New Columbia,CA,36.824900,-120.317876
T Luhman CSG,MN,44.282000,-92.682000
Wheatridge 1,OR,45.559750,-119.633800
2662 Freeport Solar 1 CSG,IL,42.339696,-89.632719
Whiteside Solar 1 CSG,IL,41.856910,-90.158850
SELCO Community Solar,MA,42.265640,-71.688070
"Hecate Energy West Newberry, LLC",SC,34.249814,-81.648947
Palmyra PV - BD Solar Palmyra LLC,ME,44.840000,-69.310000
Shaftsbury Solar,VT,42.964630,-73.168411
Duran Mesa LLC,NM,34.390679,-105.492126
Tecolote Wind LLC,NM,34.360000,-105.440000
Auburn PV - BD Solar Auburn LLC,ME,44.050000,-70.300000
BD Solar Hancock LLC,ME,44.535671,-68.354732
Winslow PV - BD Solar 2 LLC,ME,44.560000,-69.590000
BD Solar Ellsworth LLC,ME,44.534547,-68.378789
Lewiston Jn PV - BD Solar Lewiston Jn LL,ME,44.050000,-70.300000
Camp Ripley Solar,MN,46.091000,-94.340000
"Great Bear Solar, LLC",OH,40.939700,-84.582800
Cimarron Bend III,KS,37.371000,-99.994000
Taygete II Energy Project,TX,31.186000,-103.128000
"Route 66 Energy Center, LLC",NM,35.098417,-107.614552
Hecate Energy Albany County 1,NY,42.515459,-73.833448
Pittsfield Solar LLC,ME,44.814009,-69.449561
CatanSolar,TX,28.871642,-97.696944
Dane County Airport Solar,WI,43.160591,-89.329495
Sunflower County,MS,33.757767,-90.536465
Ocean Wind,NJ,39.121396,-74.246229
Skipjack Wind Farm,MD,38.566607,-74.662769
Blanchard Road 1 Community Solar,NY,44.254790,-76.011780
North Providence,RI,41.869826,-71.476493
Norge Solar Farm,VA,37.365615,-76.775123
Blanchard Road 2 Community Solar,NY,44.254790,-76.011780
"Alta Farms II Wind Project, LLC",IL,40.197200,-89.067655
Ignacio Grid Energy Storage System,TX,26.166944,-98.325000
NYS Rte 12 Community Solar,NY,44.254790,-76.011780
Moore Road Community Solar,NY,43.213000,-78.903000
Great Lakes Seaway Community Solar,NY,44.254790,-76.011780
Montross Solar,VA,38.077000,-76.786000
"Barbers Point Solar, LLC",HI,21.323000,-158.046000
"Kahana Solar, LLC",HI,20.954000,-156.654000
Samuel Mickle School,NJ,39.787360,-75.246150
Electric City Solar,MI,41.750000,-85.450000
Tesla Reno GigaFactory,NV,39.539511,-119.439158
Tweite Community Solar LLC,MN,44.025148,-92.674494
"Morgan Solar 4, LLC CSG",IL,39.614090,-90.220760
"Mid-River PA, LLC (ABE4)",PA,40.739980,-75.277740
GE 19th Hole,NY,42.985644,-74.313086
Desert Harvest II LLC,CA,33.800000,-115.380000
"Maverick Solar 4, LLC",CA,33.700000,-115.380000
"Maverick Solar 6, LLC",CA,33.700000,-115.380000
"Maverick Solar 7, LLC",CA,33.700000,-115.380000
Canton,MA,42.145126,-71.130918
Gold Meadow Farms,RI,41.734903,-71.528175
Ravenbrook,MA,41.919675,-70.819421
Hudson,MA,42.404047,-71.541362
A Street 2,RI,41.797544,-71.545929
Berkley,MA,41.841454,-71.018328
Kilvert,RI,41.727505,-71.449611
A Street 1,RI,41.797953,-71.546775
Carver,MA,41.915338,-70.801648
Plainfield Pike,RI,41.793111,-71.553484
Meadowlark Solar,NC,35.551944,-79.023055
Nash 97 Solar 2,NC,35.850300,-78.216200
Nickelson Solar 2,NC,34.745700,-77.988000
Chicopee,MA,42.181057,-72.510712
Siler City Solar 2,NC,35.688107,-79.465408
"Marlow Solar, LLC CSG",IL,38.315279,-88.756379
James W. Broderick Hydropower Plant,CO,38.270000,-104.720000
IGS Stockton DG CSG,IL,42.348183,-90.011235
Podunque Road CSG,NY,42.415067,-78.237530
County Road 16,NY,42.377100,-76.902200
Townsend Road(CSG),NY,42.350101,-76.938014
Ware Palmer Road Solar LLC CSG,MA,42.247172,-72.274926
East Brookfield Adams Road Solar LLC CSG,MA,42.196032,-72.030840
"REG Juhl Glenville Wind, LLC",MN,43.582000,-93.305000
Forest Grove - Dodd,TX,32.251500,-95.956800
Oak Hill - Dry Creek,TX,32.212257,-94.736315
"Old 300 Solar Center, LLC",TX,29.333550,-95.825440
"Lily Pond Solar, LLC",VA,37.072709,-77.420729
Grassfield Solar,VA,36.650000,-76.350000
Sycamore Solar,VA,36.942634,-79.192804
Kenmare - Mansfield Branch Street,MA,42.015873,-71.203130
Irish Creek Wind,KS,39.699456,-96.425143
"Haystack Wind Project, LLC",NE,42.263030,-97.195660
"BWC Stony Brook, LLC Hybrid",MA,42.637500,-71.403600
Still Water Power,CA,36.398796,-119.524252
LabCorp Engine,NJ,40.570448,-74.639510
Bloom-Altice Fuel Cell,NY,40.761190,-73.494350
"Harts Mill Solar, LLC",NC,35.900000,-77.640000
Bay Trail Solar Power Plant,FL,28.999990,-82.672244
Sandy Creek Solar Power Plant,FL,30.103137,-85.410393
ZPD-PT Solar Project 2017-038 Hybrid LLC,MA,42.516000,-71.673400
Fish Springs,NV,40.074741,-119.974166
"Western Trail Wind, LLC",TX,33.852450,-99.065090
Lancaster Solar GA,GA,31.766506,-84.797206
SR Perry,GA,32.395970,-83.762901
SR Rattlesnake,CO,40.105427,-104.413144
Novel Novak Solar LLC CSG,MN,45.659361,-93.931750
Novel Shelly Solar LLC (CSG),MN,44.613956,-95.642669
Bryant Road Solar,SC,35.013080,-81.928709
Davis Road Solar,SC,35.014414,-81.940839
Clyde Peaking Engine,OH,41.293294,-82.965261
Mechanicsville Solar,VA,37.665975,-77.207725
"Morgan Solar 2, LLC CSG",IL,39.606529,-90.227099
SR North Stonington,CT,41.434277,-71.814044
SR Litchfield,CT,41.793735,-73.167007
Newton Rumford Landfill,MA,42.356341,-71.244586
Hecate Energy Cider Solar LLC,NY,43.097336,-78.230408
"Azure Sky Wind Project, LLC Hybrid",TX,33.169139,-99.266006
Priddy Wind Project,TX,31.548100,-98.494910
Hornet Solar,NC,35.387000,-81.029000
Bear Branch Solar,NC,36.340427,-80.129741
Albemarle Beach Solar,NC,35.928188,-76.620452
"BWC Muddy Brook, LLC Hybrid",MA,42.096600,-71.505400
Tygart Hydropower,WV,39.279354,-80.008910
"Rockhaven Wind Project, LLC",OK,34.419553,-97.285448
Lotus,NC,36.136210,-79.539570
Big Boy,NC,36.077670,-79.633767
Beth,NC,35.975586,-79.618368
Charlie,NC,35.974850,-79.609480
CED Manchester Wind,IA,42.469289,-91.473933
CED Centerville Wind,IA,40.709910,-92.848350
IA - City of Ames - Airport Road,IA,42.003000,-93.617000
MD - CS - Potomac Edison Co - GA29 TPE,MD,39.595350,-79.387898
IL - SMHEC - Moraine Valley,IL,41.692700,-87.833300
"BWC Lake Lashaway, LLC Hybrid",MA,42.240000,-72.055500
Independence Wind Farm,IA,42.431604,-91.568638
ZPD-PT Solar Project 2017-044 LLC CSG,MA,42.278200,-72.007100
ZPD-PT Solar Project 2017-023 LLC Hybrid,MA,42.070000,-72.010000
Graphite Solar I,UT,39.548440,-110.712090
ZPD-PT Solar Project 2017-021 LLC Hybrid,MA,42.100000,-72.470000
Shepherd's Run Solar,NY,42.161410,-73.574532
Apex Solar,MT,45.236000,-112.746000
Waipio Peninsula,HI,21.363514,-157.985594
SR Lumpkin,GA,32.025000,-84.732500
Bo Biggs Solar,NC,34.581250,-78.949510
Moore Solar,NC,36.384270,-79.481120
510 Carnegie Center,NJ,40.314700,-74.655510
701 Carnegie Center,NJ,40.323580,-74.649940
Assembly Solar III,MI,43.022705,-83.942728
"Fifth Standard Solar PV, LLC (Hybrid)",CA,36.153193,-120.104476
"Horn Rapids Solar, Storage and Training",WA,46.352900,-119.322200
Jack's Solar Garden,CO,40.122552,-105.130321
"McDonough Solar 1, LLC CSG",IL,40.555424,-90.851133
"Big Star Solar, LLC (Hybrid)",TX,29.894053,-97.270537
Elara Solar,TX,28.883196,-99.178605
Fairview Solar,SC,35.022069,-81.934406
Highway 9 Solar,SC,35.010465,-81.962110
Crane Battery Energy Storage System,IN,38.813511,-86.886417
Red Antelope Solar & Energy Storage Farm,AZ,36.700000,-111.280000
Bellefield 2 Solar & Energy Storage Farm,CA,35.017779,-118.068731
Bellefield Solar and Energy Storage Farm,CA,35.062965,-118.087803
Baxley,GA,31.877717,-82.333892
Pike Solar Hybrid,CO,38.621700,-104.581400
Auburn Solar Project,MA,42.130000,-71.870000
Aratina Solar Center 2,CA,35.062965,-118.087803
Rockmont Solar and Storage Project,NM,36.776579,-108.375098
Blair Solar,CT,42.029560,-72.503240
Madison Solar (CT),CT,42.030500,-72.503952
Few Solar,CT,42.031070,-72.504380
Wonderful Orchards - Westside,CA,35.732770,-119.745230
Wonderful Orchards - Belridge,CA,35.500120,-119.749350
Burt County Solar Hybrid,NE,41.863778,-96.232167
Dodge County Solar Hybrid,NE,41.612000,-96.752000
"Dressor Plains Solar, LLC",IL,39.186321,-89.031230
Prosperity Solar Farm CSG,MO,37.127139,-94.433694
Curry Solar,GA,32.038819,-82.140318
"Alexis Solar, LLC",TX,26.889130,-98.233324
Blue Goose Solar CSG,IL,41.769376,-89.843327
Iroquois Solar 1B LLC CSG,IL,40.774047,-87.754371
Indiana Crossroads Wind Farm LLC,IN,40.663100,-86.869500
Hadley 3 Solar (North),MA,42.358850,-72.542595
Hadley 3 Solar (South),MA,42.355782,-72.542595
Hecate Energy Frye Solar LLC,TX,34.406700,-101.596610
Hecate Energy Harley Hand Solar LLC,TX,32.468537,-100.216366
Swiftsure,NY,40.597589,-74.185309
Clermont,NY,40.696633,-73.351409
"Solar Lee, LLC",NC,35.184704,-78.084590
"Acme Solar, LLC",NC,34.324366,-78.996148
7V Solar Ranch,TX,29.806984,-97.074080
Maryland Bioenergy Center (Jessup),MD,39.157800,-76.780420
St. Cloud Hydro,MN,45.547592,-94.148577
Sullivan B Community Solar LLC,IL,40.469681,-90.641075
Anderson 3,IN,40.081698,-85.642033
Anderson 5,IN,40.085942,-85.632184
Peru 2,IN,40.758183,-86.105014
Richmond 5,IN,39.805613,-84.874547
Anderson 4,IN,40.082667,-85.636079
Anderson 6,IN,40.085081,-85.746714
Peru 3,IN,40.755338,-86.105722
Pickford Solar,MI,46.189254,-84.345452
Richmond 6,IN,39.805984,-84.878334
Mohawk Solar,NY,42.887133,-74.637810
Kent School Road Solar 1,IL,42.312841,-89.903444
Vonore Battery Energy Storage System,TN,35.615430,-84.274890
AES Maui Kuihelani Solar Hybrid,HI,20.843900,-156.485000
Schulte 2 Community Solar,IL,41.032235,-89.405223
AP Sunray LLC,TX,29.291845,-99.612368
BPL Crown Solar LLC,TX,31.346717,-97.082774
BPL Sol Solar LLC,TX,31.346717,-97.082774
Forrest City- Prison Site,AR,34.979530,-90.806020
Forrest City- Eldridge Road,AR,35.037890,-90.807070
Hot Springs 2020,AR,34.421000,-93.194850
Las Virgenes,CA,34.126500,-118.704040
Rock Creek 2 CSG,CO,37.399550,-105.903410
Alamosa Solar South CSG,CO,37.451200,-105.859160
Valencia 2,CA,33.021800,-115.526410
Lawrence Brook,VT,44.517010,-72.625420
Kankakee Solar 4 LLC,IL,41.119258,-87.826519
"ESCA-LL-COLTON, LLC",CA,34.039250,-117.360560
"1051 Lucky Solar, LLC",NC,36.148986,-80.819654
"Sweet Tea Solar, LLC",NC,35.160889,-77.133295
Bulloch Neville Farms,GA,32.384398,-81.672920
Franklin Milliken,GA,34.442071,-83.099118
Greene Durham,GA,33.631459,-83.093491
Lowndes IDA,GA,30.835452,-83.227515
Lowndes Tycor Farms,GA,30.688193,-83.167146
Meriwether Jackson,GA,32.877496,-84.644367
Murray Treadwell Farms,GA,34.769747,-84.813284
Putnam Erickson,GA,33.317653,-83.392330
Terrell Riles Stovall,GA,31.785503,-84.448411
Troup RC50 II,GA,32.898784,-84.896165
Ware Avra I,GA,31.196314,-82.322357
Ware Avra II,GA,31.196314,-82.322357
Renewable Energy Center at BJH,MO,38.636459,-90.258198
"SE Athos II, LLC",CA,33.751283,-115.354990
Lincoln Medical and Mental Health Center,NY,40.816971,-73.924110
Alvin,TX,29.433245,-95.249367
Odessa,TX,31.871315,-102.398409
Angleton,TX,29.167065,-95.440647
Brazoria,TX,29.062635,-95.577587
Heights,TX,29.389595,-94.949867
Magnolia TX,TX,29.488335,-95.133947
Roger Williams - Melville at Portsmouth,RI,41.579508,-71.273083
Fort Drum Energy Center,FL,27.607892,-80.758120
Willow Solar Energy Center,FL,27.448142,-82.080693
Lafayette 2 - McHenry Franks 1,IL,42.251568,-88.596711
Lafayette 2 - McHenry Franks 2,IL,42.214828,-88.491906
Lafayette 2 - Kankakee Yonke,IL,41.097265,-87.869294
TCI France,LA,29.984166,-90.028888
TCI Alvar,LA,29.992222,-90.028611
New Orleans Solar Station,LA,30.015000,-89.920000
"Dissigno Healdsburg FPV, LLC",CA,38.584405,-122.866189
Soldier Creek Wind,KS,39.657200,-96.029400
Corning Riverview (CSG),NY,43.001066,-78.914070
"Sun Farm VIII, LLC",NC,36.060000,-77.750000
Bat Cave,TX,30.737745,-99.231778
Dickinson,TX,29.461255,-95.056987
Loop 463,TX,28.816475,-97.074867
Lopeno,TX,26.687614,-99.109418
North Fork TX,TX,30.748955,-97.875708
Pueblo BA,TX,28.678935,-100.463708
Ranchtown,TX,29.617885,-98.735948
Sweeny,TX,29.055615,-95.687237
Zapata,TX,26.932675,-99.233708
Coachella Hills Wind,CA,33.907700,-116.579700
Prospero Solar II,TX,32.275814,-102.844806
Summit Winds,CA,37.761151,-121.690670
EDF Ph1 Toms River,NJ,39.984000,-74.238000
"AES Griggs Solar, LLC",IL,41.191280,-87.666461
"IGS East Central, LLC",IL,41.471715,-88.043725
SV CSG Lily Lake 2 LLC,IL,41.954902,-88.478372
Cedarville Road,IL,42.371950,-89.807970
Two Dot Wind Broadview East LLC,MT,46.102650,-108.806609
"WED Coventry Seven, LLC",RI,41.697563,-71.722267
"GD Glocester White Oak I, LLC",RI,41.861544,-71.596239
Quitman II Solar,GA,30.862050,-83.651650
"Little Blue Wind Project, LLC",NE,40.284421,-98.407586
Farmington Solar,ME,44.654659,-70.100835
Horizon Hill Wind Project,OK,35.989377,-97.589513
White Rock West Wind Project,OK,34.966840,-98.256890
White Rock East Wind Project,OK,34.974270,-98.185161
"Badger Wind, LLC",ND,46.216910,-99.598340
6685 Santa Barbara Ct,MD,39.189589,-76.743011
Emerick Wind,NE,41.891000,-97.717560
Highland Solar North,FL,27.282100,-81.425600
Highland Solar South,FL,27.266400,-81.408200
Mockingbird Solar Center,TX,33.391670,-95.425190
Armadillo Solar Center,TX,32.000140,-96.202700
Orbit Bloom Fuel Cell,NY,40.819031,-72.965736
Amazon JFK8 Solar Project,NY,40.618892,-74.187521
Mtn Solar 6 LLC (CSG),CO,40.613557,-103.233735
NSE Camber Solar PS11 LLC (CSG),CO,40.613557,-103.233735
"NSE Camber BH CSG 2, LLC",CO,38.209158,-103.747306
NSE Camber Solar PS13 LLC (CSG),CO,40.619084,-103.158886
NSE Camber Solar PS6 LLC CSG,CO,40.260736,-104.824172
NSE Camber Solar PS5 LLC (CSG),CO,40.250222,-104.839513
Pivot Solar 12 LLC(CSG),CO,40.613557,-103.233735
"American Goldfinch SCS ACY2 NJ, LLC",NJ,40.085560,-74.840890
"SCS American Bottoms 009885 Sauget, LLC",IL,38.591745,-90.183286
"ESA Boston Solar, LLC",NC,36.486008,-78.921771
"SCS Beltway 011754 Rock Falls, LLC",IL,41.767012,-89.670331
"Western Meadowlark Solar SCS NE 1, LLC",NE,41.889000,-103.649000
"Trojan Solar, LLC",NC,34.312472,-78.204250
"Zuma Solar, LLC",NC,36.510939,-79.437885
E Nash PV3,NC,35.962303,-78.095956
Plainfield Solar 1,CT,41.680000,-71.901000
Cortlandville I Solar CSG,NY,42.606794,-76.154486
Sangerfield Solar CSG,NY,42.924419,-75.420050
Clay Solar CSG,NY,43.194525,-76.211950
Norwich Solar and Energy Storage CSG,NY,42.552861,-75.529572
Decorah Battery,IA,43.324000,-91.793000
Tranquillity ID,CA,36.648026,-120.245940
Milligan 1 Wind Farm,NE,40.478624,-97.220567
Signature Breads Chelsea,MA,42.393622,-71.046617
Ridgecrest,DC,38.846830,-76.975920
Cascades,NJ,40.558790,-74.456460
"Glacier Sands Wind Power, LLC",IL,40.261377,-89.700876
IXYS - Beverly,MA,42.579489,-70.910778
Braes Bayou Plant,TX,29.480277,-95.620277
Amazon TUS2,AZ,32.129416,-110.838888
Gliden (Op Zone),NC,36.301610,-76.603570
Gilcrest V CSG,CO,40.317966,-104.770747
Quinebaug Solar,CT,41.749867,-71.932481
TruStile Doors - Denver,CO,39.825708,-104.973120
Niagara Bottling - Seguin,TX,29.589139,-97.977198
Firestone Walker Brewery - Phase 1,CA,35.595877,-120.694306
Branch Solar Farm,AR,35.306183,-93.925758
Badger Hollow II,WI,42.945560,-90.349420
ZPD-PT Solar Project 2017-006 LLC Hybrid,MA,42.230000,-72.210000
EMWD - Perris Valley RWRF,CA,33.759980,-117.187660
EMWD - San Jacinto RWRF NEM,CA,33.798547,-117.016588
EMWD - Sun City RWRF,CA,33.696146,-117.218621
EMWD - San Jacinto RES BCT,CA,33.802869,-117.023567
BYU - Hawaii,HI,21.640774,-157.925056
CSU San Jose State University,CA,37.334000,-121.884000
El Dorado County,CA,38.698145,-120.828256
California State Univ at Channel Islands,CA,34.162058,-119.043375
Mesa Carport PV,AZ,33.347000,-111.602000
EMWD - Moreno Valley RWRF,CA,33.868252,-117.214055
Flat Ridge 3,KS,37.446969,-98.400225
Georges River Energy,ME,44.333100,-69.201900
Anderson (SC),SC,34.493707,-82.676137
Briarwood,SC,34.084750,-82.101330
Delanco,NJ,40.049360,-74.935300
Gold Mine,SC,34.072600,-82.226300
Schull CSG,MN,43.916350,-93.930384
Pontiac,IL,40.918060,-88.625000
Rockford CSG,IL,42.165720,-89.036860
Sandoval,IL,38.589905,-89.149348
Wilbraham,MA,42.103910,-72.381290
Big Bear,CA,34.015287,-118.192851
Elm Street,MA,41.791718,-71.141817
Scribner Diesel Generation Facility,NE,41.668419,-96.669132
Sunvestment Energy Group NY 63 LLC,NY,43.044700,-76.041900
GSPP Onyx New Brunswick LLC,NJ,40.480710,-74.481850
TX7 Flat Top,TX,31.197910,-103.360670
TX8 Worsham,TX,31.356580,-103.336450
TX2 Port Lavaca,TX,28.586730,-96.683760
Wilmot Energy Center LLC,AZ,32.043502,-110.892676
Copperton Solar Plant No. 1,UT,40.576640,-112.084610
JVR Energy Park LLC,CA,32.625903,-116.174890
Amazon - Stockton - Roof (SCK1) - (CA),CA,37.911715,-121.198650
American Beech Solar LLC,NC,36.144761,-77.509522
Point Beach Solar,WI,44.283370,-87.555326
Breckenridge Solar,MA,42.174060,-72.315802
Black Rock Wind,WV,39.366803,-79.108263
Rounseville Solar,MA,41.738381,-70.828527
Town of Ware - Canadian Tree(CSG),MA,42.263482,-72.295532
Wilmarth Solar,MA,42.025049,-71.353545
Dresser Hill CSG,MA,42.081793,-72.006519
Vallecitos Water District,CA,33.212535,-117.177029
"Pine Road Solar, LLC CSG",IL,41.674386,-88.664448
White Plains Hospital Medical Center,NY,41.032000,-73.752960
Valencia 3,CA,32.885670,-115.537650
Mt Pleasant Community Center,NY,41.099990,-73.771550
Golden Solar,VT,44.434150,-71.971240
City of Paris Solar,AR,35.301000,-93.734000
"County of Dutchess, NY (Airport)",NY,41.631398,-73.876845
Arlington Microgrid,WA,48.156140,-122.150200
Brazoria West,TX,29.191000,-95.663000
Wythe County Solar,VA,36.876000,-80.837000
"Grissom Solar, LLC",NC,36.238910,-77.897552
Rosemond Solar Community Solar,NY,41.711330,-74.541630
Calhoun County Solar Project,MI,42.254000,-84.813000
Volney II,NY,43.341000,-76.354000
"Merrimack Solar Farm, LLC",NH,42.811381,-71.501167
"13 Mile Solar, LLC",MI,42.326656,-85.048584
"Captain Solar, LLC",MI,43.100538,-83.781622
"Coldwater Solar, LLC",MI,43.093344,-83.777071
"Geddes 1 Solar, LLC",MI,43.433775,-84.118662
"Jack Francis Solar, LLC",MI,43.149282,-83.679171
"May Shannon Solar, LLC",MI,43.151133,-83.690891
"Stoneheart Solar, LLC",MI,43.506770,-83.996589
"Workman Road Solar Farm, LLC",MI,44.273592,-85.212021
"Clendenin A Community Solar, LLC CSG",IL,37.829241,-89.011483
"Kern A Community Solar, LLC CSG",IL,37.897506,-88.952399
Lukuc B Community Solar LLC CSG,IL,37.836165,-89.042423
"CSG Mt. Morris 2, LLC",IL,42.065653,-89.433136
"Tower Road Solar, LLC CSG",IL,41.805224,-88.925188
Wing,AL,31.007777,-86.591940
"Interchange Solar, LLC",MI,43.099899,-83.771004
Byron Highway Solar,CA,37.847114,-121.617308
Berry Road Solar,SC,34.639249,-82.328691
Norman Solar,OK,35.226913,-97.360353
"Swansboro Solar, LLC",NC,34.810913,-77.210410
"Suncaster, LLC",NC,35.504069,-77.969554
"1034 Catherine Lake Solar, LLC",NC,34.784710,-77.498759
Novel Handeland Solar LLC (CSG),MN,44.782077,-95.785811
Rice Two Solar CSG,MN,44.220120,-93.457570
Arlington Energy Center II,CA,33.690880,-114.774944
Novel Stavem Solar LLC CSG,MN,45.666830,-95.401950
Novel Sunnyfield Farms Solar LLC CSG,MN,44.245884,-92.546208
Novel Schroeder Solar LLC CSG,MN,44.804234,-95.205597
"Novel Caroline Solar, LLC CSG",MN,45.472611,-92.899244
Novel David Solar LLC CSG,MN,44.000397,-93.501616
Novel Huneke Solar LLC CSG,MN,44.267319,-92.664872
Novel Denzer Solar LLC CSG,MN,44.101108,-91.762882
Resurgence Solar,CA,35.006560,-117.544840
"Hendershot Solar, LLC",MI,41.982616,-83.888515
"Hazel Solar, LLC",MI,43.402157,-85.453500
"Geddes 2 Solar, LLC",MI,43.428036,-84.119325
"Bullhead Solar, LLC",MI,41.960190,-84.673830
"Angola Solar, LLC",MI,41.834826,-85.007397
7448 Candlewood Road,MD,39.160000,-76.700000
Palmer Community Solar LLC CSG,MN,45.491444,-92.793667
Medin 2 Community Solar LLC CSG,MN,45.479972,-92.776389
Flathead Landfill to Gas Energy Facility,MT,48.313067,-114.342137
Cokato CSG,MN,45.087225,-94.215608
OETN1,TN,36.386380,-88.991940
Hall Solar Energy Storage,NC,34.799000,-77.947000
South River H4 Solar Energy Storage,NC,35.042470,-78.586978
Arba Solar Energy Storage,NC,35.419641,-77.729089
Rose Acre Solar Energy Storage,NC,35.637337,-76.535976
Hamlet Solar Energy Storage,NC,34.846047,-79.734007
Wake RJ3 Solar Energy Storage,NC,35.953947,-78.424019
Ludie Brown Solar Energy Storage,NC,34.831000,-77.770000
Stamford Health,CT,41.055636,-73.551980
Lowe Solar Energy Storage,NC,35.718429,-79.909481
Department of Justice,CA,38.548056,-121.448550
CA Institute for Women,CA,33.949722,-117.636427
Centinela State Prison,CA,32.825833,-115.782916
Spencer Meadow Solar Energy Storage,NC,35.718429,-79.909481
Calipatria State Prison,CA,33.163055,-115.484805
Old Cedar Solar Energy Storage,NC,35.713000,-79.788000
Atascadero State Hospital,CA,35.463333,-120.634011
SoCore Clovis 1,NM,34.423035,-103.254078
Troupsburg,NY,42.012100,-77.375100
Raboth - Marion Drive,MA,41.969510,-70.725410
Flatwood Farm,NC,35.588000,-79.032300
Gambit Energy Storage - Angleton Storage,TX,29.168010,-95.445062
Golden Triangle,MS,33.418888,-88.618880
Woodville Solar (CSG),RI,41.458540,-71.704210
Noosa Energy Storage LLC,CA,37.756292,-121.148144
Norton,MA,41.968290,-71.165440
Fort Green Solar Power Plant,FL,27.641125,-81.941581
Darien Solar,WI,42.620000,-88.740000
Camden Solar LLC,NC,36.307860,-76.144486
Prairie Solar LLC,IL,40.010442,-88.057939
Tyre Bridge Solar LLC,GA,31.439796,-82.165268
Corazon Energy LLC,TX,27.634677,-99.258329
Brushy Creek Solar LLC,TX,31.534158,-100.323041
Knickerbocker Solar LLC,TX,31.248860,-100.599395
Potic Solar,NY,42.295590,-73.901200
Coxsackie Solar,NY,42.333370,-73.847500
Cedar Creek Solar,DE,39.372590,-75.564550
Ranchland Wind Project II,TX,32.308524,-99.164198
Ranchland Wind Storage,TX,32.308524,-99.164198
Wynwood Energy Storage,FL,25.798978,-80.197098
Turtle Creek,NE,41.092238,-96.168308
Standing Bear Lake,NE,41.315814,-96.093923
"Smithfield Solar Farm, LLC",RI,41.922370,-71.520368
Coastal Virginia Offshore Wind (CVOW) Co,VA,36.907956,-75.349065
Ranchland Wind Project I,TX,32.308524,-99.164498
Downtown Generation Plant,IA,41.303990,-94.460490
Riverstart Solar Park LLC,IN,40.046244,-85.045087
Bright Field Solar LLC(CSG),NY,42.460000,-77.738320
Bright Oak Solar LLC(CSG),NY,43.033000,-78.244810
Bright Hill Solar LLC(CSG),NY,42.467230,-77.703780
River Valley LLC (NY) (CSG),NY,42.067240,-78.477830
Wallingford Solar,CT,41.441750,-72.837370
Tioga Solar South(CSG),NY,42.141340,-76.287970
Tioga Solar North(CSG),NY,42.141340,-76.287970
Washingtonville(CSG),NY,41.424000,-74.167000
Novel Stein Solar LLC CSG,MN,45.389128,-92.676058
Arlington Energy Center III,CA,33.690880,-114.774944
Apalachicola,GA,33.336320,-82.060550
"Central Line Solar, LLC",AZ,32.834322,-111.568030
"Cement City Solar, LLC",MI,42.084451,-84.135276
"Letts Creek Solar, LLC",MI,42.274575,-84.135276
Arnold Cochran,GA,32.399366,-83.343779
Columbia Substation,GA,33.567718,-82.299071
Coody Cochran,GA,32.367009,-83.374275
Dudley,MA,42.054345,-71.978849
Joe Jenny,MA,42.103570,-71.815390
Westport Community Solar Garden,MA,41.689940,-71.093832
Mendon,MA,42.097490,-71.501870
Minisink CSG,NY,41.353476,-74.515411
Slate Hill(CSG),NY,41.363000,-74.503000
